trip_id;trip_line;origin;origin_id;time_departure;arrival;arrival_id;time_arrival;time_travelled;DataFrame Column
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Parc des Expositions;IDFM:73568;0 days 09:07:50;Villepinte;IDFM:73547;0 days 09:09:20;0 days 00:01:30;0 days 00:01:30
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Villepinte;IDFM:73547;0 days 09:09:50;Sevran Beaudottes;IDFM:73491;0 days 09:11:50;0 days 00:02:00;0 days 00:02:00
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Sevran Beaudottes;IDFM:73491;0 days 09:12:40;Aulnay-sous-Bois;IDFM:72646;0 days 09:15:20;0 days 00:02:40;0 days 00:02:40
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Aulnay-sous-Bois;IDFM:72646;0 days 09:16:10;Le Blanc-Mesnil;IDFM:72648;0 days 09:17:50;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Le Blanc-Mesnil;IDFM:72648;0 days 09:18:20;Drancy;IDFM:72652;0 days 09:20:00;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Drancy;IDFM:72652;0 days 09:20:30;Le Bourget;IDFM:72641;0 days 09:22:40;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Le Bourget;IDFM:72641;0 days 09:23:10;La Courneuve - Aubervilliers;IDFM:72598;0 days 09:26:10;0 days 00:03:00;0 days 00:03:00
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;La Courneuve - Aubervilliers;IDFM:72598;0 days 09:26:40;La Plaine Stade de France;IDFM:72211;0 days 09:28:40;0 days 00:02:00;0 days 00:02:00
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;La Plaine Stade de France;IDFM:72211;0 days 09:29:30;Gare du Nord;IDFM:71410;0 days 09:34:00;0 days 00:04:30;0 days 00:04:30
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Gare du Nord;IDFM:71410;0 days 09:35:00;Châtelet les Halles;IDFM:474151;0 days 09:38:00;0 days 00:03:00;0 days 00:03:00
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Châtelet les Halles;IDFM:474151;0 days 09:38:47;Saint-Michel Notre-Dame;IDFM:73620;0 days 09:40:09;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Saint-Michel Notre-Dame;IDFM:73620;0 days 09:40:59;Luxembourg;IDFM:71161;0 days 09:42:21;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Luxembourg;IDFM:71161;0 days 09:42:51;Denfert-Rochereau;IDFM:71056;0 days 09:44:49;0 days 00:01:58;0 days 00:01:58
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Denfert-Rochereau;IDFM:71056;0 days 09:45:39;Cité Universitaire;IDFM:70623;0 days 09:47:27;0 days 00:01:48;0 days 00:01:48
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Cité Universitaire;IDFM:70623;0 days 09:48:07;Bourg-la-Reine;IDFM:70033;0 days 09:52:47;0 days 00:04:40;0 days 00:04:40
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Bourg-la-Reine;IDFM:70033;0 days 09:53:37;La Croix de Berny;IDFM:69813;0 days 09:55:47;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;La Croix de Berny;IDFM:69813;0 days 09:56:17;Antony;IDFM:69759;0 days 09:57:27;0 days 00:01:10;0 days 00:01:10
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Antony;IDFM:69759;0 days 09:58:12;Massy - Palaiseau;IDFM:63244;0 days 10:02:27;0 days 00:04:15;0 days 00:04:15
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Massy - Palaiseau;IDFM:63244;0 days 10:03:37;Palaiseau;IDFM:63175;0 days 10:05:19;0 days 00:01:42;0 days 00:01:42
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Palaiseau;IDFM:63175;0 days 10:06:04;Palaiseau - Villebon;IDFM:63067;0 days 10:07:24;0 days 00:01:20;0 days 00:01:20
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Palaiseau - Villebon;IDFM:63067;0 days 10:08:09;Lozère;IDFM:63029;0 days 10:10:17;0 days 00:02:08;0 days 00:02:08
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Lozère;IDFM:63029;0 days 10:11:02;Le Guichet;IDFM:63025;0 days 10:12:38;0 days 00:01:36;0 days 00:01:36
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Le Guichet;IDFM:63025;0 days 10:13:23;Orsay Ville;IDFM:62892;0 days 10:14:56;0 days 00:01:33;0 days 00:01:33
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Orsay Ville;IDFM:62892;0 days 10:15:46;Bures-sur-Yvette;IDFM:62851;0 days 10:17:13;0 days 00:01:27;0 days 00:01:27
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Bures-sur-Yvette;IDFM:62851;0 days 10:17:43;La Hacquinière;IDFM:62825;0 days 10:19:05;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;La Hacquinière;IDFM:62825;0 days 10:19:35;Gif-sur-Yvette;IDFM:62890;0 days 10:20:58;0 days 00:01:23;0 days 00:01:23
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Gif-sur-Yvette;IDFM:62890;0 days 10:21:33;Courcelle-sur-Yvette;IDFM:62951;0 days 10:24:11;0 days 00:02:38;0 days 00:02:38
IDFM:TN:SNCF:4c992e99-d0c9-4938-8aba-39165e29c4ed;IDFM:C01743;Courcelle-sur-Yvette;IDFM:62951;0 days 10:24:41;Saint-Rémy-lès-Chevreuse;IDFM:62978;0 days 10:27:03;0 days 00:02:22;0 days 00:02:22
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Aéroport Charles de Gaulle 2 (Terminal 2);IDFM:73699;0 days 09:07:00;Aéroport CDG 1 (Terminal 3) - RER;IDFM:73596;0 days 09:09:10;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Aéroport CDG 1 (Terminal 3) - RER;IDFM:73596;0 days 09:14:50;Parc des Expositions;IDFM:73568;0 days 09:20:20;0 days 00:05:30;0 days 00:05:30
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Parc des Expositions;IDFM:73568;0 days 09:20:50;Villepinte;IDFM:73547;0 days 09:22:40;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Villepinte;IDFM:73547;0 days 09:23:10;Sevran Beaudottes;IDFM:73491;0 days 09:25:30;0 days 00:02:20;0 days 00:02:20
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Sevran Beaudottes;IDFM:73491;0 days 09:26:20;Aulnay-sous-Bois;IDFM:72646;0 days 09:29:30;0 days 00:03:10;0 days 00:03:10
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Aulnay-sous-Bois;IDFM:72646;0 days 09:30:20;Le Blanc-Mesnil;IDFM:72648;0 days 09:32:00;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Le Blanc-Mesnil;IDFM:72648;0 days 09:32:30;Drancy;IDFM:72652;0 days 09:34:20;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Drancy;IDFM:72652;0 days 09:34:50;Le Bourget;IDFM:72641;0 days 09:37:20;0 days 00:02:30;0 days 00:02:30
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Le Bourget;IDFM:72641;0 days 09:37:50;La Courneuve - Aubervilliers;IDFM:72598;0 days 09:41:00;0 days 00:03:10;0 days 00:03:10
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;La Courneuve - Aubervilliers;IDFM:72598;0 days 09:41:30;La Plaine Stade de France;IDFM:72211;0 days 09:43:40;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;La Plaine Stade de France;IDFM:72211;0 days 09:44:30;Gare du Nord;IDFM:71410;0 days 09:49:00;0 days 00:04:30;0 days 00:04:30
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Gare du Nord;IDFM:71410;0 days 09:50:00;Châtelet les Halles;IDFM:474151;0 days 09:53:00;0 days 00:03:00;0 days 00:03:00
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Châtelet les Halles;IDFM:474151;0 days 09:53:47;Saint-Michel Notre-Dame;IDFM:73620;0 days 09:55:09;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Saint-Michel Notre-Dame;IDFM:73620;0 days 09:55:59;Luxembourg;IDFM:71161;0 days 09:57:21;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Luxembourg;IDFM:71161;0 days 09:57:51;Denfert-Rochereau;IDFM:71056;0 days 09:59:49;0 days 00:01:58;0 days 00:01:58
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Denfert-Rochereau;IDFM:71056;0 days 10:00:39;Cité Universitaire;IDFM:70623;0 days 10:02:27;0 days 00:01:48;0 days 00:01:48
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Cité Universitaire;IDFM:70623;0 days 10:03:07;Bourg-la-Reine;IDFM:70033;0 days 10:07:47;0 days 00:04:40;0 days 00:04:40
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Bourg-la-Reine;IDFM:70033;0 days 10:08:37;La Croix de Berny;IDFM:69813;0 days 10:10:47;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;La Croix de Berny;IDFM:69813;0 days 10:11:17;Antony;IDFM:69759;0 days 10:12:27;0 days 00:01:10;0 days 00:01:10
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Antony;IDFM:69759;0 days 10:13:12;Massy - Palaiseau;IDFM:63244;0 days 10:17:27;0 days 00:04:15;0 days 00:04:15
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Massy - Palaiseau;IDFM:63244;0 days 10:18:37;Palaiseau;IDFM:63175;0 days 10:20:19;0 days 00:01:42;0 days 00:01:42
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Palaiseau;IDFM:63175;0 days 10:21:04;Palaiseau - Villebon;IDFM:63067;0 days 10:22:24;0 days 00:01:20;0 days 00:01:20
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Palaiseau - Villebon;IDFM:63067;0 days 10:23:09;Lozère;IDFM:63029;0 days 10:25:17;0 days 00:02:08;0 days 00:02:08
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Lozère;IDFM:63029;0 days 10:26:02;Le Guichet;IDFM:63025;0 days 10:27:38;0 days 00:01:36;0 days 00:01:36
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Le Guichet;IDFM:63025;0 days 10:28:23;Orsay Ville;IDFM:62892;0 days 10:29:56;0 days 00:01:33;0 days 00:01:33
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Orsay Ville;IDFM:62892;0 days 10:30:46;Bures-sur-Yvette;IDFM:62851;0 days 10:32:13;0 days 00:01:27;0 days 00:01:27
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Bures-sur-Yvette;IDFM:62851;0 days 10:32:43;La Hacquinière;IDFM:62825;0 days 10:34:05;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;La Hacquinière;IDFM:62825;0 days 10:34:35;Gif-sur-Yvette;IDFM:62890;0 days 10:35:58;0 days 00:01:23;0 days 00:01:23
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Gif-sur-Yvette;IDFM:62890;0 days 10:36:33;Courcelle-sur-Yvette;IDFM:62951;0 days 10:39:11;0 days 00:02:38;0 days 00:02:38
IDFM:TN:SNCF:339bc35f-dc19-411e-9788-f05918aa0afb;IDFM:C01743;Courcelle-sur-Yvette;IDFM:62951;0 days 10:39:41;Saint-Rémy-lès-Chevreuse;IDFM:62978;0 days 10:42:03;0 days 00:02:22;0 days 00:02:22
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Aéroport Charles de Gaulle 2 (Terminal 2);IDFM:73699;0 days 09:29:50;Aéroport CDG 1 (Terminal 3) - RER;IDFM:73596;0 days 09:31:40;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Aéroport CDG 1 (Terminal 3) - RER;IDFM:73596;0 days 09:32:40;Parc des Expositions;IDFM:73568;0 days 09:37:20;0 days 00:04:40;0 days 00:04:40
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Parc des Expositions;IDFM:73568;0 days 09:37:50;Villepinte;IDFM:73547;0 days 09:39:20;0 days 00:01:30;0 days 00:01:30
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Villepinte;IDFM:73547;0 days 09:39:50;Sevran Beaudottes;IDFM:73491;0 days 09:41:50;0 days 00:02:00;0 days 00:02:00
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Sevran Beaudottes;IDFM:73491;0 days 09:42:40;Aulnay-sous-Bois;IDFM:72646;0 days 09:45:20;0 days 00:02:40;0 days 00:02:40
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Aulnay-sous-Bois;IDFM:72646;0 days 09:46:10;Le Blanc-Mesnil;IDFM:72648;0 days 09:47:50;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Le Blanc-Mesnil;IDFM:72648;0 days 09:48:20;Drancy;IDFM:72652;0 days 09:50:00;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Drancy;IDFM:72652;0 days 09:50:30;Le Bourget;IDFM:72641;0 days 09:52:40;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Le Bourget;IDFM:72641;0 days 09:53:10;La Courneuve - Aubervilliers;IDFM:72598;0 days 09:56:10;0 days 00:03:00;0 days 00:03:00
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;La Courneuve - Aubervilliers;IDFM:72598;0 days 09:56:40;La Plaine Stade de France;IDFM:72211;0 days 09:58:40;0 days 00:02:00;0 days 00:02:00
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;La Plaine Stade de France;IDFM:72211;0 days 09:59:30;Gare du Nord;IDFM:71410;0 days 10:04:00;0 days 00:04:30;0 days 00:04:30
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Gare du Nord;IDFM:71410;0 days 10:05:00;Châtelet les Halles;IDFM:474151;0 days 10:08:00;0 days 00:03:00;0 days 00:03:00
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Châtelet les Halles;IDFM:474151;0 days 10:08:47;Saint-Michel Notre-Dame;IDFM:73620;0 days 10:10:09;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Saint-Michel Notre-Dame;IDFM:73620;0 days 10:10:59;Luxembourg;IDFM:71161;0 days 10:12:21;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Luxembourg;IDFM:71161;0 days 10:12:51;Denfert-Rochereau;IDFM:71056;0 days 10:14:49;0 days 00:01:58;0 days 00:01:58
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Denfert-Rochereau;IDFM:71056;0 days 10:15:39;Cité Universitaire;IDFM:70623;0 days 10:17:27;0 days 00:01:48;0 days 00:01:48
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Cité Universitaire;IDFM:70623;0 days 10:18:07;Bourg-la-Reine;IDFM:70033;0 days 10:22:47;0 days 00:04:40;0 days 00:04:40
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Bourg-la-Reine;IDFM:70033;0 days 10:23:37;La Croix de Berny;IDFM:69813;0 days 10:25:47;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;La Croix de Berny;IDFM:69813;0 days 10:26:17;Antony;IDFM:69759;0 days 10:27:27;0 days 00:01:10;0 days 00:01:10
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Antony;IDFM:69759;0 days 10:28:12;Massy - Palaiseau;IDFM:63244;0 days 10:32:27;0 days 00:04:15;0 days 00:04:15
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Massy - Palaiseau;IDFM:63244;0 days 10:33:37;Palaiseau;IDFM:63175;0 days 10:35:19;0 days 00:01:42;0 days 00:01:42
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Palaiseau;IDFM:63175;0 days 10:36:04;Palaiseau - Villebon;IDFM:63067;0 days 10:37:24;0 days 00:01:20;0 days 00:01:20
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Palaiseau - Villebon;IDFM:63067;0 days 10:38:09;Lozère;IDFM:63029;0 days 10:40:17;0 days 00:02:08;0 days 00:02:08
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Lozère;IDFM:63029;0 days 10:41:02;Le Guichet;IDFM:63025;0 days 10:42:38;0 days 00:01:36;0 days 00:01:36
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Le Guichet;IDFM:63025;0 days 10:43:23;Orsay Ville;IDFM:62892;0 days 10:44:56;0 days 00:01:33;0 days 00:01:33
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Orsay Ville;IDFM:62892;0 days 10:45:46;Bures-sur-Yvette;IDFM:62851;0 days 10:47:13;0 days 00:01:27;0 days 00:01:27
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Bures-sur-Yvette;IDFM:62851;0 days 10:47:43;La Hacquinière;IDFM:62825;0 days 10:49:05;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;La Hacquinière;IDFM:62825;0 days 10:49:35;Gif-sur-Yvette;IDFM:62890;0 days 10:50:58;0 days 00:01:23;0 days 00:01:23
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Gif-sur-Yvette;IDFM:62890;0 days 10:51:33;Courcelle-sur-Yvette;IDFM:62951;0 days 10:54:11;0 days 00:02:38;0 days 00:02:38
IDFM:TN:SNCF:659e43f2-9bea-4b1e-a718-be1f87b7daf6;IDFM:C01743;Courcelle-sur-Yvette;IDFM:62951;0 days 10:54:41;Saint-Rémy-lès-Chevreuse;IDFM:62978;0 days 10:57:03;0 days 00:02:22;0 days 00:02:22
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Aéroport Charles de Gaulle 2 (Terminal 2);IDFM:73699;0 days 09:42:00;Aéroport CDG 1 (Terminal 3) - RER;IDFM:73596;0 days 09:43:50;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Aéroport CDG 1 (Terminal 3) - RER;IDFM:73596;0 days 09:44:50;Parc des Expositions;IDFM:73568;0 days 09:50:20;0 days 00:05:30;0 days 00:05:30
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Parc des Expositions;IDFM:73568;0 days 09:50:50;Villepinte;IDFM:73547;0 days 09:52:40;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Villepinte;IDFM:73547;0 days 09:53:10;Sevran Beaudottes;IDFM:73491;0 days 09:55:30;0 days 00:02:20;0 days 00:02:20
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Sevran Beaudottes;IDFM:73491;0 days 09:56:20;Aulnay-sous-Bois;IDFM:72646;0 days 09:59:30;0 days 00:03:10;0 days 00:03:10
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Aulnay-sous-Bois;IDFM:72646;0 days 10:00:20;Le Blanc-Mesnil;IDFM:72648;0 days 10:02:00;0 days 00:01:40;0 days 00:01:40
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Le Blanc-Mesnil;IDFM:72648;0 days 10:02:30;Drancy;IDFM:72652;0 days 10:04:20;0 days 00:01:50;0 days 00:01:50
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Drancy;IDFM:72652;0 days 10:04:50;Le Bourget;IDFM:72641;0 days 10:07:20;0 days 00:02:30;0 days 00:02:30
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Le Bourget;IDFM:72641;0 days 10:07:50;La Courneuve - Aubervilliers;IDFM:72598;0 days 10:11:00;0 days 00:03:10;0 days 00:03:10
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;La Courneuve - Aubervilliers;IDFM:72598;0 days 10:11:30;La Plaine Stade de France;IDFM:72211;0 days 10:13:40;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;La Plaine Stade de France;IDFM:72211;0 days 10:14:30;Gare du Nord;IDFM:71410;0 days 10:19:00;0 days 00:04:30;0 days 00:04:30
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Gare du Nord;IDFM:71410;0 days 10:20:00;Châtelet les Halles;IDFM:474151;0 days 10:23:00;0 days 00:03:00;0 days 00:03:00
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Châtelet les Halles;IDFM:474151;0 days 10:23:47;Saint-Michel Notre-Dame;IDFM:73620;0 days 10:25:09;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Saint-Michel Notre-Dame;IDFM:73620;0 days 10:25:59;Luxembourg;IDFM:71161;0 days 10:27:21;0 days 00:01:22;0 days 00:01:22
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Luxembourg;IDFM:71161;0 days 10:27:51;Denfert-Rochereau;IDFM:71056;0 days 10:29:49;0 days 00:01:58;0 days 00:01:58
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Denfert-Rochereau;IDFM:71056;0 days 10:30:39;Cité Universitaire;IDFM:70623;0 days 10:32:27;0 days 00:01:48;0 days 00:01:48
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Cité Universitaire;IDFM:70623;0 days 10:33:07;Bourg-la-Reine;IDFM:70033;0 days 10:37:47;0 days 00:04:40;0 days 00:04:40
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Bourg-la-Reine;IDFM:70033;0 days 10:38:37;La Croix de Berny;IDFM:69813;0 days 10:40:47;0 days 00:02:10;0 days 00:02:10
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;La Croix de Berny;IDFM:69813;0 days 10:41:17;Antony;IDFM:69759;0 days 10:42:27;0 days 00:01:10;0 days 00:01:10
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Antony;IDFM:69759;0 days 10:43:12;Massy - Palaiseau;IDFM:63244;0 days 10:47:27;0 days 00:04:15;0 days 00:04:15
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Massy - Palaiseau;IDFM:63244;0 days 10:48:37;Palaiseau;IDFM:63175;0 days 10:50:19;0 days 00:01:42;0 days 00:01:42
IDFM:TN:SNCF:3a69645f-8b4a-4b62-83ea-6f04dc2fc551;IDFM:C01743;Palaiseau;IDFM:63175;0 days 10:51:04;Palaiseau - Villebon;IDFM:63067;0 days 10:52:24;0 days 00:01:20;0 days 00:01:20
